""
"53",5,1,4,5,2,15,13,10,13,43,16,10,14,28,26,20,29,17,19,24,28,28,39,36,11,28,23,24,44,54,31,34,36,42,39,39,35
"54",9,5,4,7,7,6,19,11,10,6,20,9,4,30,19,17,15,13,27,33,20,16,18,31,15,31,33,43,26,20,37,20,30,32,28,38,38
"55",2,3,2,9,5,5,24,2,10,22,12,8,12,21,9,18,16,16,14,17,22,28,30,23,33,25,23,30,24,34,37,45,40,49,42,36,38
"56",10,4,4,3,13,16,7,18,9,12,4,11,16,27,14,12,20,22,18,21,29,32,34,16,26,35,13,16,38,24,50,28,32,41,47,65,37
"57",10,1,8,6,12,9,11,16,11,13,10,12,16,12,23,25,14,7,31,23,25,29,27,32,26,25,36,34,20,36,40,24,33,41,25,40,57
"58",2,4,13,6,6,8,7,18,19,15,21,13,15,15,24,11,11,31,23,13,37,20,56,23,38,23,20,26,26,26,33,38,38,50,44,32,26
"59",8,3,5,1,4,7,11,14,11,17,14,26,11,22,23,22,23,20,54,21,26,28,13,25,19,19,10,22,44,42,31,56,35,18,35,61,66
"60",10,1,5,10,5,16,12,8,9,7,17,19,11,46,12,32,20,27,41,21,15,29,47,28,35,35,32,35,23,42,13,28,39,47,29,32,47
"61",3,7,1,10,4,6,10,13,10,25,17,12,15,8,11,17,16,22,26,40,21,21,31,46,26,30,51,44,26,38,48,32,30,44,32,36,41
"62",3,6,5,20,4,3,5,14,10,14,9,10,11,18,22,31,7,19,32,37,36,11,29,38,23,16,20,23,29,34,65,42,32,25,48,52,41
"63",1,3,7,6,27,8,4,9,12,7,27,13,14,26,34,14,21,20,31,27,32,12,22,23,22,26,31,30,22,27,39,16,34,45,31,22,31
"64",2,6,8,20,14,11,14,10,13,27,18,17,7,11,10,27,13,16,27,29,24,19,21,29,36,26,27,28,46,26,32,46,37,23,42,45,46
"65",4,4,4,8,10,24,6,13,5,5,10,16,17,10,25,26,13,36,21,19,34,47,22,31,43,22,36,26,30,19,28,33,55,31,46,43,22
"66",2,1,3,7,6,6,10,7,7,8,13,23,16,10,20,26,17,28,12,33,40,21,20,17,25,45,19,34,46,41,32,65,38,48,56,40,38
"67",5,1,3,8,6,11,11,7,5,12,19,10,17,13,17,19,39,9,29,12,23,10,34,25,37,41,42,28,21,57,35,27,39,28,47,34,28
"68",2,3,4,9,4,10,25,7,13,3,14,37,26,20,26,16,17,24,28,21,14,22,22,19,21,32,29,23,26,41,33,52,42,41,31,37,39
"69",5,4,2,9,6,8,10,11,7,15,8,17,10,9,13,32,30,17,20,22,24,20,33,23,22,20,23,21,23,34,26,27,36,49,48,38,58
"70",11,3,12,7,6,4,13,11,8,40,20,21,25,14,33,24,39,20,35,17,24,22,17,57,42,28,38,39,58,54,31,27,34,43,37,40,27
"71",5,1,1,2,9,9,13,15,12,29,25,16,15,11,14,14,7,15,18,28,15,26,19,56,21,31,34,29,33,26,20,49,32,56,33,25,48
"72",5,7,8,23,7,9,17,8,3,11,2,13,11,16,27,10,17,16,23,19,25,34,21,25,21,29,40,26,22,43,26,26,54,27,35,48,29
"73",5,5,4,6,7,12,16,12,19,6,18,15,17,20,28,6,45,15,23,38,35,44,30,29,40,21,50,45,30,32,17,37,36,41,40,65,39
"74",2,7,6,2,9,8,10,15,2,7,10,12,16,25,25,25,27,6,26,33,34,61,18,18,39,21,25,23,26,37,67,31,54,32,38,35,40
"75",5,9,4,4,8,9,8,14,5,30,42,14,26,18,14,14,29,22,26,20,18,35,18,36,33,12,29,20,19,35,34,19,33,15,39,47,46
"76",1,15,3,9,3,15,4,8,6,13,14,12,4,10,15,13,15,24,13,26,12,10,31,35,28,24,63,38,30,40,32,31,30,28,43,13,63
"77",2,2,6,9,7,8,12,13,3,20,26,30,30,24,26,33,23,21,18,25,49,19,28,29,39,30,36,25,30,12,48,26,23,29,15,41,66
"78",1,3,8,8,8,6,2,13,14,10,9,15,25,16,7,23,24,3,26,8,26,36,24,42,34,35,28,40,24,20,42,24,45,67,33,33,46
"79",4,5,1,9,15,7,4,19,12,19,5,8,23,16,21,17,12,27,21,27,18,18,45,17,20,25,23,35,34,27,52,50,38,23,34,32,34
"80",17,3,6,11,12,6,9,10,22,10,15,8,30,13,17,9,34,15,38,12,46,29,24,32,42,31,42,31,25,27,16,24,48,55,40,38,31
"81",3,1,8,1,13,3,20,7,10,23,10,6,33,13,10,14,19,22,23,41,24,36,23,24,9,27,16,16,27,29,20,66,34,22,28,37,43
"82",3,1,29,4,9,8,12,6,13,15,13,23,14,20,11,23,17,16,33,40,14,43,21,19,60,32,39,20,32,35,25,41,28,22,33,34,34
"83",2,7,4,2,9,8,9,3,5,18,14,14,6,11,11,12,29,23,17,22,22,32,38,10,34,29,40,25,39,19,31,25,28,75,26,35,56
"84",4,7,7,8,4,5,10,5,18,18,6,16,12,23,43,16,10,11,23,22,16,26,16,19,30,40,34,16,43,16,36,32,53,42,30,45,46
"85",3,2,17,4,17,8,4,5,15,17,17,8,26,18,15,17,16,9,13,15,25,21,38,26,26,26,22,36,23,22,56,35,25,40,53,51,41
"86",2,7,4,11,6,15,10,9,5,10,11,24,22,14,38,11,20,13,28,25,42,28,20,11,19,26,33,29,47,29,25,31,37,81,55,23,40
"87",1,13,3,5,4,14,18,24,12,16,13,18,14,32,12,24,22,9,22,38,32,14,33,22,32,25,42,35,15,34,29,28,33,53,30,58,46
"88",8,3,8,21,4,19,15,3,10,13,21,15,15,4,8,21,30,19,20,19,30,23,22,12,17,26,35,39,55,34,27,51,45,21,26,37,22
"89",5,6,3,11,7,10,13,17,3,7,17,12,3,15,12,26,13,23,24,34,51,29,43,45,22,19,40,35,31,37,31,56,13,42,25,64,35
"90",4,1,4,4,5,8,11,11,11,10,12,9,13,32,8,13,23,24,13,40,25,19,29,28,24,38,32,35,47,37,29,36,44,30,36,41,40
"91",3,6,8,1,8,3,7,4,15,15,14,9,10,17,24,8,32,44,32,26,17,34,20,52,16,28,18,9,38,20,33,38,25,29,55,26,41
"92",4,4,1,8,7,5,11,12,12,13,11,24,33,16,11,19,11,19,30,40,33,18,12,36,36,19,27,37,18,33,37,31,46,37,32,46,23
"93",5,2,5,2,7,5,9,8,10,10,19,12,17,8,8,10,32,40,44,23,17,27,17,25,23,27,23,27,31,42,36,38,44,36,27,45,27
"94",1,5,4,11,4,12,24,9,7,4,15,9,10,14,13,20,27,20,28,32,28,27,28,32,20,35,35,45,42,34,46,32,28,39,25,45,41
"95",3,5,2,5,8,8,10,11,6,4,8,9,12,13,15,13,34,20,22,12,49,23,34,13,30,42,19,41,41,26,31,44,38,27,40,22,48
"96",11,6,5,5,17,6,8,7,10,13,11,25,11,7,11,10,41,15,25,19,22,17,22,17,26,34,47,18,24,20,40,38,38,38,52,30,26
"97",9,19,5,5,5,3,11,20,12,10,17,15,9,19,21,36,27,28,20,26,18,12,18,32,27,22,16,17,34,24,53,27,25,54,40,24,44
"98",4,3,4,4,5,5,12,17,4,10,28,12,17,16,14,15,17,41,12,17,33,24,17,13,23,25,18,24,29,24,18,35,33,42,29,30,29
"99",2,7,1,11,5,4,12,7,9,12,9,28,40,13,14,20,20,9,16,27,23,21,24,19,30,21,30,22,39,36,36,69,38,54,45,34,52
"100",2,1,29,4,13,17,8,16,7,16,17,11,5,15,34,7,24,38,22,16,23,30,24,31,26,25,33,44,17,32,44,29,29,38,32,50,30
"101",1,5,4,18,8,11,9,5,7,15,5,18,15,15,12,21,26,30,14,15,50,25,24,44,35,44,32,49,43,22,38,32,35,33,30,62,29
"102",5,5,2,13,4,5,2,10,9,16,19,15,12,12,31,17,25,20,23,21,18,23,30,33,28,21,39,37,37,28,24,37,22,38,26,40,27
"103",2,22,6,19,8,14,16,10,6,8,14,15,4,15,9,11,20,21,39,33,23,17,26,40,32,35,35,15,23,33,21,33,33,32,23,47,44
"104",2,2,5,9,18,8,10,11,15,8,14,21,6,12,17,16,36,26,30,30,27,17,17,34,33,18,20,36,16,48,35,73,26,25,50,75,34
"105",7,3,2,1,8,8,6,12,11,12,12,14,14,28,34,10,15,20,17,25,13,28,24,18,26,39,38,26,40,35,36,19,31,28,40,52,36
"106",5,10,3,25,6,12,11,16,11,12,3,20,20,23,18,17,18,34,15,15,20,17,35,17,25,20,50,40,31,37,36,35,57,45,40,54,33
"107",5,6,5,4,10,8,10,9,6,18,19,14,22,6,21,16,14,24,25,13,33,36,29,18,32,42,30,36,35,30,40,47,34,47,50,56,34
"108",5,4,14,7,30,6,6,8,22,18,15,9,14,21,18,20,9,25,22,20,27,13,23,25,29,39,23,36,19,38,32,21,32,58,30,38,33
"109",1,6,9,7,5,7,6,10,6,13,18,12,18,26,28,21,15,12,25,26,25,16,30,39,32,33,36,15,24,25,50,38,34,42,34,29,30
"110",7,12,4,5,6,4,12,16,16,15,2,8,30,24,13,16,50,22,21,21,17,53,46,44,41,28,28,45,35,40,68,35,35,54,34,41,29
"111",2,6,8,8,5,7,30,9,16,16,9,11,7,19,13,36,19,23,31,24,33,12,31,26,22,27,21,17,45,43,19,32,25,32,28,67,65
"112",2,1,8,8,8,5,2,7,9,12,16,11,9,13,35,12,49,15,28,21,14,25,22,24,21,31,23,19,23,42,10,26,62,43,32,30,35
"113",7,7,1,9,6,7,6,12,20,11,12,22,12,16,4,26,25,20,25,38,21,18,29,26,13,21,42,36,30,39,29,27,40,62,37,50,19
"114",15,5,16,8,7,22,4,15,7,7,19,13,27,12,21,19,30,19,14,23,20,32,19,20,30,26,40,32,44,30,42,29,26,30,36,36,50
"115",8,5,6,11,13,3,26,10,9,7,7,29,18,23,12,26,25,27,8,14,24,25,24,14,15,31,18,36,36,22,26,27,52,29,52,59,58
"116",5,5,3,9,7,10,5,8,7,11,12,15,13,19,25,16,21,21,21,23,46,11,26,40,20,43,23,23,24,32,38,50,17,41,26,23,22
"117",2,13,12,9,8,10,3,6,15,18,7,18,12,34,17,24,23,28,37,14,30,19,23,25,19,26,27,28,33,23,52,26,50,39,38,62,35
"118",1,4,8,5,4,11,18,12,12,8,7,16,4,8,21,12,14,48,8,18,17,33,27,22,23,39,24,62,39,30,33,23,40,36,49,40,47
"119",2,5,5,11,5,13,6,13,16,16,9,16,11,19,14,38,18,12,16,20,30,28,21,22,29,30,31,36,40,20,26,29,24,80,38,45,39
"120",3,6,4,1,6,19,15,15,11,15,19,16,17,15,9,16,3,20,18,16,24,30,21,21,15,41,43,30,24,45,35,30,22,39,26,46,33
"121",7,9,4,1,4,8,10,15,10,5,19,9,14,10,49,20,11,20,31,24,16,39,26,52,29,28,30,43,20,33,39,47,24,40,45,50,34
"122",1,1,3,7,9,4,3,8,11,14,11,25,19,16,17,22,7,26,36,20,17,26,22,32,42,29,36,19,12,45,42,32,29,22,29,45,35
"123",10,2,6,2,26,4,9,6,4,8,16,14,22,13,6,19,21,28,26,13,12,24,33,11,18,37,34,30,23,31,37,40,42,42,32,44,38
"124",1,7,2,11,3,6,7,8,8,18,19,16,32,17,18,18,19,26,21,20,14,17,22,22,32,35,25,34,33,21,26,18,35,37,29,51,45
"125",1,7,2,19,6,3,4,14,17,9,4,15,13,22,15,13,17,16,33,13,38,40,24,18,28,29,29,28,35,25,26,41,42,38,39,36,53
"126",5,1,6,9,8,8,18,13,8,9,10,8,10,40,16,42,16,16,23,20,19,23,26,41,17,24,35,38,28,28,30,13,42,32,31,30,34
"127",3,3,14,7,3,21,7,14,10,26,10,16,24,5,29,18,20,14,25,20,17,17,17,16,22,34,37,30,21,35,75,26,55,18,47,29,48
"128",5,2,3,6,13,16,13,20,12,16,12,19,25,18,23,18,13,29,27,17,24,24,28,18,33,19,29,30,43,41,39,48,24,34,33,46,49
"129",3,4,1,10,7,6,10,19,16,12,4,9,20,23,5,10,23,16,17,28,19,21,22,26,22,22,30,37,36,39,47,45,21,60,32,37,55
"130",2,2,5,9,4,17,2,7,12,9,7,11,14,29,14,22,22,26,22,44,16,15,37,32,26,24,31,45,56,20,24,39,33,38,44,42,43
"131",3,6,9,6,10,10,5,12,8,19,13,17,24,27,8,18,26,36,19,25,18,25,36,24,19,25,43,20,29,57,52,61,54,62,36,32,80
"132",2,1,7,6,13,33,12,18,10,11,6,17,14,12,13,18,39,44,32,25,11,14,22,27,49,19,17,22,25,33,44,32,44,34,36,44,44
"133",4,4,9,10,11,28,18,7,15,20,14,11,14,14,5,17,29,18,16,20,18,21,25,18,43,31,31,32,37,35,39,60,21,46,47,36,29
"134",8,5,9,2,7,2,11,11,5,12,10,12,13,16,23,24,12,23,16,24,26,19,15,18,40,26,35,21,24,38,33,34,26,57,38,24,34
"135",2,2,7,7,9,17,17,23,3,13,9,10,16,12,22,40,17,24,41,51,33,20,34,24,26,16,35,27,39,45,27,26,28,36,34,31,38
"136",4,7,7,16,10,5,7,13,9,11,14,11,9,6,15,31,26,8,39,21,10,12,30,20,45,34,29,36,23,30,24,45,53,41,37,44,66
"137",16,5,2,17,9,15,6,4,11,7,6,19,13,14,27,19,8,21,7,26,18,18,20,33,47,21,31,34,26,54,42,32,45,51,47,37,31
"138",3,4,1,9,15,8,8,5,7,10,2,11,7,18,14,20,22,25,13,23,16,12,43,19,36,28,33,40,41,31,24,32,38,34,37,41,42
"139",3,3,8,8,9,6,17,10,20,17,17,8,8,15,13,18,27,16,25,21,22,11,18,38,15,37,36,33,34,32,32,31,44,23,24,25,48
"140",3,2,1,1,11,9,10,13,7,7,18,12,12,18,13,13,12,8,19,20,19,18,31,19,24,18,33,50,39,33,35,32,35,22,54,31,27
"141",11,5,2,10,12,16,18,15,9,9,6,39,11,15,19,20,46,6,37,37,29,9,29,22,33,36,19,31,38,33,23,36,25,29,40,29,35
"142",3,6,2,18,13,12,8,12,17,8,9,17,17,22,19,17,14,21,19,26,15,17,14,10,25,26,31,26,28,25,20,44,33,39,32,35,33
"143",14,13,6,6,5,14,8,9,22,11,8,11,7,19,15,23,12,30,22,24,8,40,20,26,41,35,46,20,22,38,36,38,45,36,31,38,44
"144",1,7,9,9,6,6,8,14,13,10,16,16,24,15,19,13,27,46,20,20,13,24,14,33,28,22,34,53,27,27,28,40,25,38,46,18,50
"145",3,3,5,8,19,5,10,12,11,9,20,11,22,22,23,12,10,14,20,16,16,25,45,15,32,24,30,30,25,24,37,27,33,60,43,37,35
"146",1,6,1,7,8,6,11,19,41,8,11,12,5,15,26,20,12,34,23,23,19,34,21,15,18,52,49,25,49,26,37,22,43,53,54,31,41
"147",1,4,8,2,12,3,6,9,20,7,24,22,17,18,19,7,20,15,32,21,32,14,19,18,31,52,15,47,57,17,47,42,64,30,35,54,30
"148",14,6,9,4,6,4,9,3,6,15,9,14,7,7,9,10,21,12,16,19,25,41,22,32,30,48,27,42,33,24,37,33,37,27,32,40,46
"149",5,4,2,9,8,6,6,8,10,13,5,8,15,18,14,11,31,22,39,15,24,25,33,19,26,40,23,25,49,34,32,20,54,42,31,39,39
"150",2,1,8,10,14,8,11,11,5,15,12,19,12,15,23,25,15,10,23,11,25,27,25,59,28,30,50,38,33,37,35,31,30,37,24,56,31
"151",4,4,9,7,8,6,10,15,10,9,14,9,11,21,19,15,12,21,25,37,38,31,38,20,33,33,43,36,25,36,36,34,35,54,47,61,43
"152",3,1,18,3,5,4,6,12,6,27,2,14,22,29,21,12,40,13,15,29,21,20,35,28,22,25,19,37,24,41,30,51,59,41,26,32,34
"153",3,1,2,10,3,15,12,11,13,12,14,27,15,19,18,20,23,23,13,18,29,28,32,21,32,39,29,14,30,52,22,14,26,44,42,34,51
"154",1,5,3,4,9,4,4,10,8,18,14,13,30,26,14,13,19,24,33,19,25,47,25,65,30,40,37,40,47,20,21,19,21,25,19,31,52
"155",5,4,6,1,9,4,9,19,12,24,16,13,26,25,25,18,48,15,15,16,26,40,23,14,23,33,20,47,31,23,40,13,37,31,40,59,46
"156",5,6,9,3,11,12,11,17,25,9,8,14,15,33,37,15,23,30,12,22,19,18,35,20,17,32,28,20,33,33,37,36,26,26,32,31,63
"157",3,1,8,4,13,11,8,22,4,18,23,25,10,32,13,29,22,31,22,26,22,20,20,44,41,48,28,22,37,24,22,23,40,42,21,39,50
"158",4,5,2,15,11,8,6,16,4,9,24,6,7,28,16,9,18,26,20,23,41,21,18,38,37,27,54,60,34,43,28,38,32,26,44,19,31
"159",9,5,8,1,6,10,8,16,15,8,20,10,8,22,19,36,31,12,17,23,56,16,32,24,24,27,29,27,35,47,33,26,49,32,31,51,50
"160",3,3,13,8,8,9,10,11,10,10,16,10,16,13,9,22,23,22,30,25,15,29,39,26,29,46,18,19,29,44,63,27,50,30,80,39,44
"161",3,5,7,3,16,5,30,10,11,14,23,15,34,19,13,16,38,56,35,46,40,20,21,17,8,17,18,17,28,38,40,41,37,48,57,30,20
"162",1,1,7,4,19,14,14,5,15,6,6,25,18,11,12,16,21,31,16,18,40,26,30,17,39,49,34,47,28,30,38,35,34,49,33,49,40
"163",1,6,1,6,3,11,8,12,13,14,15,23,21,23,16,18,28,27,32,16,19,22,26,22,20,19,45,24,35,20,34,28,46,43,30,46,32
"164",1,5,6,2,5,5,13,9,24,10,6,9,12,17,26,21,18,23,20,55,18,52,46,46,20,44,28,28,32,22,37,28,47,45,27,78,24
"165",5,7,2,5,16,2,13,7,15,9,24,11,11,8,16,13,19,24,20,21,11,34,29,21,18,35,39,21,34,39,34,32,36,49,37,31,23
"166",4,5,4,9,4,14,8,4,18,10,6,14,7,12,17,17,11,11,23,32,23,26,26,22,37,42,23,21,35,21,34,27,23,49,32,47,33
"167",1,2,18,9,7,5,10,4,19,11,16,6,17,15,25,15,13,9,33,18,22,31,30,64,11,32,16,36,30,29,31,25,34,24,61,31,34
"168",11,7,6,4,8,8,12,21,11,23,20,12,12,11,20,15,25,20,8,16,14,31,22,41,39,29,45,30,30,32,27,28,26,37,23,31,70
"169",4,2,15,7,18,6,20,12,7,34,19,12,11,20,18,14,12,25,17,21,20,24,18,28,20,26,21,24,31,59,27,48,19,32,39,30,36
"170",2,7,5,11,4,9,11,8,19,12,12,5,13,19,32,18,17,28,24,9,19,26,48,29,29,21,44,17,27,37,45,36,34,45,23,37,37
"171",1,5,24,2,5,5,21,7,20,20,27,13,13,30,26,24,13,23,14,23,26,11,29,35,33,51,27,33,31,28,43,24,53,30,48,37,45
"172",2,1,2,4,7,13,13,11,22,6,11,11,30,23,18,10,22,20,16,44,22,23,15,24,17,41,22,22,44,28,36,27,31,41,25,38,45
"173",3,4,9,10,5,7,7,14,12,17,19,6,20,24,16,18,21,18,28,23,23,24,38,36,18,23,30,38,13,31,28,39,45,40,29,38,41
"174",2,6,8,2,19,12,8,12,12,16,14,18,25,16,22,18,42,24,12,41,20,46,22,18,25,24,27,18,22,20,38,31,53,45,49,28,14
"175",1,4,9,16,13,9,8,8,3,27,13,17,13,31,19,27,21,25,30,14,25,33,21,23,36,26,29,28,28,14,31,27,26,47,31,32,32
"176",8,2,8,2,6,6,9,2,6,30,8,21,19,16,17,33,13,9,24,26,16,28,25,35,38,20,18,24,47,21,18,55,42,31,45,28,39
"177",2,7,4,1,2,17,17,8,11,21,9,12,14,39,35,19,25,17,18,23,19,23,36,22,25,44,53,20,34,27,44,24,17,41,36,41,35
"178",4,5,4,20,9,10,9,22,8,3,6,40,23,18,12,20,16,15,21,29,16,31,28,35,22,28,47,22,34,43,39,35,49,33,35,48,49
"179",4,2,6,2,3,10,8,9,11,10,10,15,22,8,12,23,10,23,17,20,22,31,22,30,39,23,19,53,34,27,33,29,18,34,56,34,47
"180",3,14,7,5,12,18,8,10,11,7,17,25,14,35,8,8,9,13,20,17,20,19,29,14,16,22,34,23,29,27,33,37,34,55,33,37,33
"181",1,5,2,3,6,5,3,3,10,9,12,19,9,32,14,24,30,16,25,19,21,15,36,37,20,28,26,33,19,33,44,26,36,37,31,49,24
